# OpenSignals Text File Format
# {"20:16:12:22:22:26": {"sensor": ["RAW", "ECGBIT", "RAW"], "device name": "20:16:12:22:22:26", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3", "A4"], "sync interval": 2, "time": "16:23:53.67", "comments": "", "device connection": "BTH20:16:12:22:22:26", "channels": [2, 3, 4], "keywords": "", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 100, "label": ["A2", "A3", "A4"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10], "date": "2018-5-28", "special": [{}, {}, {}]}}
# EndOfHeader
0	0	0	0	0	0	495	3	
1	0	0	0	0	3	488	0	
2	0	0	0	0	0	483	0	
3	0	0	0	0	0	492	0	
4	0	0	0	0	0	502	3	
5	0	0	0	0	1	494	0	
6	0	0	0	0	0	504	0	
7	0	0	0	0	0	508	0	
8	0	0	0	0	0	521	3	
9	0	0	0	0	3	503	0	
10	0	0	0	0	0	516	0	
11	0	0	0	0	0	514	0	
12	0	0	0	0	0	521	3	
13	0	0	0	0	3	515	0	
14	0	0	0	0	0	524	0	
15	0	0	0	0	0	510	0	
0	0	0	0	0	0	511	3	
1	0	0	0	0	1	500	0	
2	0	0	0	0	0	510	0	
3	0	0	0	0	0	508	0	
4	0	0	0	0	0	510	3	
5	0	0	0	0	3	504	0	
6	0	0	0	0	0	505	0	
7	0	0	0	0	0	495	0	
8	0	0	0	0	0	498	3	
9	0	0	0	0	3	504	0	
10	0	0	0	0	0	516	0	
11	0	0	0	0	0	502	0	
12	0	0	0	0	0	504	3	
13	0	0	0	0	3	495	0	
14	0	0	0	0	0	504	0	
15	0	0	0	0	0	488	0	
0	0	0	0	0	0	500	3	
1	0	0	0	0	3	586	1	
2	0	0	0	0	1	570	0	
3	0	0	0	0	0	481	0	
4	0	0	0	0	0	436	2	
5	0	0	0	0	1	454	0	
6	0	0	0	0	0	488	0	
7	0	0	0	0	0	491	0	
8	0	0	0	0	0	494	3	
9	0	0	0	0	3	506	0	
10	0	0	0	0	0	521	0	
11	0	0	0	0	0	512	0	
12	0	0	0	0	0	507	3	
13	0	0	0	0	3	508	0	
14	0	0	0	0	0	510	0	
15	0	0	0	0	0	508	0	
0	0	0	0	0	0	514	3	
1	0	0	0	0	1	506	0	
2	0	0	0	0	0	511	0	
3	0	0	0	0	0	513	0	
4	0	0	0	0	0	543	3	
5	0	0	0	0	3	540	0	
6	0	0	0	0	0	541	0	
7	0	0	0	0	0	525	0	
8	0	0	0	0	0	543	3	
9	0	0	0	0	3	534	0	
10	0	0	0	0	0	535	0	
11	0	0	0	0	0	504	0	
12	0	0	0	0	0	502	3	
13	0	0	0	0	3	548	0	
14	0	0	0	0	0	514	0	
15	0	0	0	0	0	476	0	
0	0	0	0	0	0	517	3	
1	0	0	0	0	3	580	1	
2	0	0	0	0	0	652	0	
3	0	0	0	0	0	782	2	
4	0	0	0	0	0	528	3	
5	0	0	0	0	3	295	0	
6	0	0	0	0	0	315	0	
7	0	0	0	0	0	372	0	
8	0	0	0	0	0	402	2	
9	0	0	0	0	3	473	0	
10	0	0	0	0	0	615	0	
11	0	0	0	0	0	560	0	
12	0	0	0	0	0	488	3	
13	0	0	0	0	3	364	0	
14	0	0	0	0	0	514	0	
15	0	0	0	0	0	513	0	
0	0	0	0	0	0	488	3	
1	0	0	0	0	1	470	0	
2	0	0	0	0	0	463	0	
3	0	0	0	0	0	487	0	
4	0	0	0	0	0	515	3	
5	0	0	0	0	3	651	1	
6	0	0	0	0	0	556	0	
7	0	0	0	0	0	499	0	
8	0	0	0	0	0	473	3	
9	0	0	0	0	3	491	0	
10	0	0	0	0	0	489	0	
11	0	0	0	0	0	521	0	
12	0	0	0	0	1	562	3	
13	0	0	0	0	1	508	0	
14	0	0	0	0	0	521	0	
15	0	0	0	0	0	485	0	
0	0	0	0	0	0	491	3	
1	0	0	0	0	3	472	0	
2	0	0	0	0	0	414	0	
3	0	0	0	0	0	442	0	
4	0	0	0	0	0	462	3	
5	0	0	0	0	3	511	0	
6	0	0	0	0	0	609	0	
7	0	0	0	0	0	444	0	
8	0	0	0	0	0	497	2	
9	0	0	0	0	3	584	1	
10	0	0	0	0	0	434	0	
11	0	0	0	0	0	406	0	
12	0	0	0	0	0	483	3	
13	0	0	0	0	3	520	0	
14	0	0	0	0	0	578	0	
15	0	0	0	0	0	537	0	
0	0	0	0	0	0	611	3	
1	0	0	0	0	3	487	0	
2	0	0	0	0	0	451	0	
3	0	0	0	0	0	477	0	
4	0	0	0	0	0	581	3	
5	0	0	0	0	3	519	0	
6	0	0	0	0	0	508	0	
7	0	0	0	0	0	513	0	
8	0	0	0	0	0	527	3	
9	0	0	0	0	3	527	0	
10	0	0	0	0	0	549	0	
11	0	0	0	0	0	540	0	
12	0	0	0	0	0	542	3	
13	0	0	0	0	1	525	0	
14	0	0	0	0	0	525	0	
15	0	0	0	0	0	518	0	
0	0	0	0	0	0	518	3	
1	0	0	0	0	3	516	0	
2	0	0	0	0	0	519	0	
3	0	0	0	0	0	524	0	
4	0	0	0	0	0	524	3	
5	0	0	0	0	3	523	0	
6	0	0	0	0	1	528	0	
7	0	0	0	0	0	580	1	
8	0	0	0	0	0	518	3	
9	0	0	0	0	1	472	0	
10	0	0	0	0	1	491	0	
11	0	0	0	0	0	532	0	
12	0	0	0	0	0	556	3	
13	0	0	0	0	3	611	1	
14	0	0	0	0	0	563	0	
15	0	0	0	0	0	449	0	
0	0	0	0	0	0	536	3	
1	0	0	0	0	3	431	0	
2	0	0	0	0	0	450	0	
3	0	0	0	0	0	486	0	
4	0	0	0	0	0	536	3	
5	0	0	0	0	3	513	0	
6	0	0	0	0	0	563	0	
7	0	0	0	0	0	513	0	
8	0	0	0	0	0	509	3	
9	0	0	0	0	3	508	0	
10	0	0	0	0	0	496	0	
11	0	0	0	0	0	509	0	
12	0	0	0	0	0	546	3	
13	0	0	0	0	3	512	0	
14	0	0	0	0	0	495	0	
15	0	0	0	0	0	497	0	
0	0	0	0	0	0	501	3	
1	0	0	0	0	3	514	0	
2	0	0	0	0	0	558	0	
3	0	0	0	0	0	646	1	
4	0	0	0	0	0	775	4	
5	0	0	0	0	3	481	0	
6	0	0	0	0	1	371	0	
7	0	0	0	0	0	409	0	
8	0	0	0	0	0	466	3	
9	0	0	0	0	1	520	0	
10	0	0	0	0	0	479	0	
11	0	0	0	0	0	500	0	
12	0	0	0	0	0	572	3	
13	0	0	0	0	3	483	0	
14	0	0	0	0	0	457	0	
15	0	0	0	0	0	495	0	
0	0	0	0	0	0	500	3	
1	0	0	0	0	3	596	1	
2	0	0	0	0	1	510	0	
3	0	0	0	0	0	462	0	
4	0	0	0	0	0	524	3	
5	0	0	0	0	1	535	0	
6	0	0	0	0	0	573	0	
7	0	0	0	0	0	540	0	
8	0	0	0	0	0	561	3	
9	0	0	0	0	3	592	1	
10	0	0	0	0	0	582	0	
11	0	0	0	0	0	513	0	
12	0	0	0	0	0	473	3	
13	0	0	0	0	3	508	0	
